cluster_id,type,canonical_normalized,canonical_provisional,variants,total_frequency,sources,identification,authority_ref,confidence
748,person,Carlot,Carlot,Carlot,1,vol4_index:1,A medieval figure with insufficient context for specific identification.,,low
751,person,Thomas Cromwell,Thomas Cromwell,Thomas Cromwell,1,vol4_index:1,"Thomas Cromwell, Earl of Essex, chief minister to Henry VIII and architect of the English Reformation.",viaf:59144647,high
759,person,Crispine,Crispine,Crispine,1,vol4_index:1,"Likely Saint Crispin, patron saint of cobblers, or a person named after the saint.",,low
760,person,Crispus,Crispus,Crispus,1,vol4_index:1,"Possibly Flavius Julius Crispus, son of Constantine the Great, or another historical figure with this Roman name.",,low
761,person,Cressenor,Cressenor,Cressenor,1,vol4_index:1,A medieval figure with insufficient context for specific identification.,,low
762,person,Hugh Cressingham,Hugh Cressinghas,Hugh Cressinghas,1,vol4_index:1,"Hugh Cressingham, English treasurer of Scotland killed at the Battle of Stirling Bridge in 1297.",,medium
765,person,Cuthbert,Cutbert,Cutbert,1,vol4_index:1,"Likely Saint Cuthbert of Lindisfarne, 7th-century Anglo-Saxon saint and Bishop of Lindisfarne.",viaf:100177951,medium
769,person,Siger de Courtenay,Siger de Curtrey,Siger de Curtrey,1,vol4_index:1,"A member of the Courtenay family, likely a medieval knight or noble with Norman connections.",,low
770,person,Cutha,Cutha,Cutha,1,vol4_index:1,"An Anglo-Saxon figure, possibly Cutha Cathwulf, 6th-century West Saxon prince and brother of Ceawlin.",,medium
771,person,Saint Edmund,S. Edmond,S. Edmond,1,vol4_index:1,"Likely Saint Edmund the Martyr, 9th-century King of East Anglia killed by Viking invaders.",viaf:12146331226718201240,medium
773,person,Cutwin,Cutwyn,Cutwyn,1,vol4_index:1,An Anglo-Saxon figure with insufficient context for specific identification.,,low
774,person,Robert Curthose,Robert Curthuze,Robert Curthuze,1,vol4_index:1,"Robert Curthose, Duke of Normandy and eldest son of William the Conqueror.",viaf:89203402,high
775,person,Cutwine,Cutwine,Cutwine,1,vol4_index:1,"An Anglo-Saxon nobleman, possibly one of the early West Saxon kings or nobles mentioned in chronicle sources.",,low
776,person,Robert Curson,Curson Robert,Curson Robert,1,vol4_index:1,"A medieval English nobleman, likely from the Curzon family which held lands in Derbyshire and other counties.",,medium
777,person,Thomas Culpeper,Culpepper Thomas,Culpepper Thomas,1,vol4_index:1,"A member of the prominent Culpeper family of Kent, possibly Sir Thomas Culpeper executed in 1541 for adultery with Catherine Howard.",,medium
780,person,Madam Caistre,Madam Caistre,Madam Caistre,1,vol4_index:1,"An unidentified woman, possibly connected to the Caistor family or location in medieval England.",,low
782,person,Uckellus,Vckellus,Vckellus,1,vol4_index:1,"An obscure figure, possibly a continental European name mentioned in chronicle sources.",,low
784,person,David ap Owen,Dauid ap Owen,Dauid ap Owen,1,vol4_index:1,"A Welsh nobleman, son of Owen, likely from the medieval Welsh gentry or nobility.",,medium
785,person,James Dauenes,Dauenes Iames,Dauenes Iames,1,vol4_index:1,"An unidentified figure, possibly Scottish or northern English based on the name pattern.",,low
786,person,David ap William,Dauid ap William,Dauid ap William,1,vol4_index:1,"A Welsh nobleman, son of William, from the medieval Welsh gentry or nobility.",,medium
789,person,William Daubeney,Danbeney William,Danbeney William,1,vol4_index:1,"A member of the Daubeney family, likely William Daubeney who served under Henry VII.",,medium
792,person,Darcy,Darcy,Darcy,1,vol4_index:1,"A member of the prominent Darcy family, possibly Thomas Darcy, 1st Baron Darcy of Darcy who was executed in 1537.",,medium
793,person,Thomas David,Dauid Thomas,Dauid Thomas,1,vol4_index:1,An unidentified figure with a Welsh or English name combination.,,low
794,person,Leonard Dacres,Dacres Leonard,Dacres Leonard,1,vol4_index:1,"A member of the Dacre family of Cumberland, possibly Leonard Dacre who led a rebellion in 1570.",,medium
795,person,Giles Daubeney,Daubency Giles,Daubency Giles,1,vol4_index:1,"A member of the Daubeney family, possibly Giles Daubeney, 1st Baron Daubeney who served Henry VII and Henry VIII.",viaf:13103056,high
796,person,Daubeney,Daubeney,Daubeney,1,vol4_index:1,"A member of the Daubeney family, prominent nobles who served the Tudor monarchs.",,medium
797,person,Bernard Daubeney,Daubeney Bernard,Daubeney Bernard,1,vol4_index:1,"A member of the Daubeney family, possibly a relative of Giles Daubeney, 1st Baron Daubeney.",,medium
798,person,Daniel,Daniell,Daniell,1,vol4_index:1,An unidentified figure with the surname or given name Daniel.,,low
800,person,David Hall,Daui Hall,Daui Hall,1,vol4_index:1,"An unidentified figure, possibly a Welsh or English person named David Hall.",,low
801,person,David Floyd,Dauid Floid,Dauid Floid,1,vol4_index:1,"An unidentified figure, possibly a Welsh person named David Floyd or Floyd.",,low
803,person,Arnold Dandreghen,Arnold Dandreghen,Arnold Dandreghen,1,vol4_index:1,"An obscure figure with a continental European name, possibly from the Low Countries or Germany.",,low
804,person,D'Albret,Dalbrets,Dalbrets,1,vol4_index:1,"A member of the d'Albret family, the royal house of Navarre, possibly connected to French or Navarrese politics.",,medium
805,person,Daneth Sumo,Daneth Sumo,Daneth Sumo,1,vol4_index:1,"Unknown person, possibly a scribal error or very obscure historical figure.",,low
806,person,John Day,Day Iohn,Day Iohn,1,vol4_index:1,"Likely John Day, 16th-century English printer and publisher.",,medium
808,person,Robert d'Artois,Robert Dartois,Robert Dartois,1,vol4_index:1,"Robert III of Artois, 14th-century French nobleman who fled to England and supported Edward III's claims to France.",,high
813,person,Guilford Dudley,Dudley Guilford,Dudley Guilford,1,vol4_index:1,"Lord Guildford Dudley, husband of Lady Jane Grey and son of John Dudley, Duke of Northumberland.",viaf:10638908,high
814,person,Jane Grey,Iane Gray,Iane Gray,1,vol4_index:1,"Lady Jane Grey, the 'Nine Days' Queen' who briefly ruled England in 1553.",viaf:67762941,high
815,person,William de la Pole,Delapoole William,Delapoole William,1,vol4_index:1,"Likely William de la Pole, 1st Duke of Suffolk, prominent 15th-century English nobleman.",viaf:16017143,high
820,person,Guiscard d'Angleures,Guischard De Eugolsine,Guischard De Eugolsine,1,vol4_index:1,"Medieval French or Anglo-Norman nobleman, possibly connected to the Crusades or Norman nobility.",,low
822,person,Denebertus,Denebertus,Denebertus,1,vol4_index:1,"Early medieval figure, possibly a Saxon or Frankish noble or cleric.",,low
823,person,Dereman,Dereman,Dereman,1,vol4_index:1,"Unknown early medieval figure, possibly Anglo-Saxon.",,low
828,person,John Daniel,Daniel Iohn,Daniel Iohn,1,vol4_index:1,"Unknown person, possibly a minor official or cleric mentioned in the Chronicles.",,low
831,person,John de la Pole,De la Poole Iohn,De la Poole Iohn,1,vol4_index:1,"Likely John de la Pole, Earl of Lincoln or another member of the de la Pole family, Yorkist claimants.",,medium
833,person,Richard de la Pole,De la Poole Richard,De la Poole Richard,1,vol4_index:1,"Richard de la Pole, known as the 'White Rose', Yorkist pretender and claimant to the English throne.",viaf:13103045,high
834,person,Henry Deane,Deane Henry,Deane Henry,1,vol4_index:1,"Henry Deane, Archbishop of Canterbury from 1501-1503 under Henry VII.",viaf:19474806,high
835,person,Delberk,Delberk,Delberk,1,vol4_index:1,"Unknown person, possibly a continental European noble or mercenary.",,low
836,person,Dermeth,Dermeth,Dermeth,1,vol4_index:1,"Unknown early medieval figure, possibly Irish or Welsh.",,low
837,person,Gambals,Gambals,Gambals,1,vol4_index:1,"Unknown person, possibly a minor noble or soldier.",,low
838,person,Mitchell,Michell,Michell,1,vol4_index:1,"Unknown person with surname Mitchell, possibly a minor official or chronicler.",,low
840,person,Savary de Mauléon,Sauerye de Mauleon,Sauerye de Mauleon,1,vol4_index:1,"Savary de Mauléon, 13th-century Poitevin nobleman and mercenary captain who served King John and Henry III.",,high
843,person,Diodorus Siculus,Diodorus Siculus,Diodorus Siculus,1,vol4_index:1,"Diodorus Siculus, ancient Greek historian who wrote a universal history in the 1st century BC.",viaf:54943799,high
846,person,Wake,Wake,Wake,1,vol4_index:1,"Member of the Wake family, possibly Baldwin Wake or another medieval English nobleman of that surname.",,medium
847,person,Dinham,Dinham,Dinham,1,vol4_index:1,"A member of the Dinham family, likely a noble or courtier in medieval or Tudor England.",,low
848,person,Digby,Digby,Digby,1,vol4_index:1,"A member of the Digby family, likely a noble or courtier in medieval or Tudor England.",,low
849,person,Walter Diffe,Walter Diffe,Walter Diffe,1,vol4_index:1,"An individual named Walter with the surname Diffe, possibly a minor figure in Holinshed's Chronicles.",,low
850,person,Dion Cassius,Dion Csues,Dion Csues,1,vol4_index:1,"The Roman historian Cassius Dio (c. 155-235 CE), author of a history of Rome.",viaf:102895066,medium
851,person,Die,Die,Die,1,vol4_index:1,"An unclear reference, possibly a truncated or corrupted name from the Chronicles.",,low
853,person,Diuma,Diuma,Diuma,1,vol4_index:1,"Saint Diuma, a 7th-century Irish missionary and first Bishop of Mercia.",viaf:75121025,high
856,person,Donebant,Donebant,Donebant,1,vol4_index:1,"An unclear reference, possibly a corrupted personal name or title from the Chronicles.",,low
858,person,Donwald,Donwald,Donwald,1,vol4_index:1,"A Scottish thane mentioned in chronicles, associated with the murder of King Duff of Scotland.",,medium
861,person,William Douglas,William L. Dowglas,William L. Dowglas,1,vol4_index:1,"A member of the Douglas family, one of the most powerful Scottish noble houses.",,low
863,person,Dolpine,Dolpine,Dolpine,1,vol4_index:1,"An unclear reference, possibly a corrupted personal name from the Chronicles.",,low
866,person,Walter Dowyll,Dowyll Walter,Dowyll Walter,1,vol4_index:1,"An individual named Walter with the surname Dowyll, possibly a minor figure in the Chronicles.",,low
868,person,Dryus,Dryus,Dryus,1,vol4_index:1,"An unclear reference, possibly a corrupted personal name from ancient or medieval sources.",,low
869,person,Drues,Drues,Drues,1,vol4_index:1,"An unclear reference, possibly a corrupted personal name or variant spelling from the Chronicles.",,low
870,person,Edreon,Edreon,Edreon,1,vol4_index:1,"An unclear reference, possibly a corrupted personal name from British legendary history.",,low
871,person,Dunvallo Molmutius,Dunwallo mulmucius,Dunwallo mulmucius,1,vol4_index:1,A legendary British king mentioned in Geoffrey of Monmouth's Historia Regum Britanniae.,,high
873,person,Curcy,Curcy,Curcy,1,vol4_index:1,"A member of the de Curcy family, likely a Norman noble mentioned in medieval chronicles.",,low
874,person,Duffuall,Duffuall,Duffuall,1,vol4_index:1,"An unclear reference, possibly a corrupted form of a Gaelic or Scottish name.",,low
876,person,Ambrose Dudley,Dubley Ambrose,Dubley Ambrose,1,vol4_index:1,"Ambrose Dudley, Earl of Warwick (c. 1530-1590), English nobleman and brother of Robert Dudley.",viaf:37266886,high
879,person,Edmund Dudley,Dudley Edmond,Dudley Edmond,1,vol4_index:1,"Edmund Dudley (c. 1462-1510), English administrator and father of John Dudley, executed by Henry VIII.",viaf:17353015,high
880,person,Frances Durham,Durham Frances,Durham Frances,1,vol4_index:1,"An individual named Frances with connection to Durham, possibly a noble or ecclesiastical figure.",,low
881,person,"George Plantagenet, Duke of Clarence",Duke of Clarence,Duke of Clarence,1,vol4_index:1,"Brother of Edward IV and Richard III, executed for treason in 1478.",viaf:18018602,medium
882,person,"Louis I, Duke of Orléans",duke of Orliance,duke of Orliance,1,vol4_index:1,"French royal duke, brother of King Charles VI of France.",viaf:66552944,medium
883,person,"John of Lancaster, Duke of Bedford",Duke of Bedford,Duke of Bedford,1,vol4_index:1,"Third son of Henry IV, regent of France during Henry VI's minority.",viaf:16017019,medium
884,person,Earl of Saint-Pol,Earle of S. Poll,Earle of S. Poll,1,vol4_index:1,"French noble title, likely referring to Louis de Luxembourg, Count of Saint-Pol.",,low
885,person,Robert Dudley,Dudley Robert,Dudley Robert,1,vol4_index:1,"Earl of Leicester, favorite of Queen Elizabeth I and master of horse.",viaf:37710186,high
886,person,"Robert Dudley, Earl of Leicester",Earle of Leycester,Earle of Leycester,1,vol4_index:1,"Earl of Leicester, favorite of Queen Elizabeth I and master of horse.",viaf:37710186,high
887,person,Henry Dudley,Dudley Henry,Dudley Henry,1,vol4_index:1,"Son of John Dudley, Duke of Northumberland, involved in Wyatt's rebellion.",,medium
888,person,"Edward Seymour, Duke of Somerset",Duke of Somerset,Duke of Somerset,1,vol4_index:1,"Lord Protector during Edward VI's minority, brother of Jane Seymour.",viaf:17353766,medium
889,person,"Alexander Stewart, Duke of Albany",Duke of Albany,Duke of Albany,1,vol4_index:1,"Scottish royal duke, brother of James III of Scotland.",viaf:35256136,medium
890,person,Duke of Brittany,Duke of Britaine,Duke of Britaine,1,vol4_index:1,"Ruler of the Duchy of Brittany, likely Francis II or Arthur III.",,low
891,person,Duke of Exeter,Duke of Erceter,Duke of Erceter,1,vol4_index:1,"English ducal title, possibly Henry Holland, 3rd Duke of Exeter.",,medium
892,person,Æthelred the Unready,king Egelredus,king Egelredus,1,vol4_index:1,"King of England 978-1013 and 1014-1016, known for his troubled reign.",viaf:35252334,high
893,person,"Edward of Norwich, Duke of Aumale",Duke of Aumerle,Duke of Aumerle,1,vol4_index:1,"2nd Duke of York, killed at the Battle of Agincourt in 1415.",viaf:13103045,medium
894,person,Dulcinus,Dulcinus,Dulcinus,1,vol4_index:1,"Medieval heretical leader, founder of the Dulcinian movement in early 14th century Italy.",,low
895,person,Dunmayles,Dunmayles,Dunmayles,1,vol4_index:1,"Obscure medieval figure, possibly a Scottish or Irish nobleman.",,low
896,person,Duchess of Burgundy,Duches of Burgoigne,Duches of Burgoigne,1,vol4_index:1,"Female ruler or consort of the Duchy of Burgundy, possibly Margaret of York.",,low
897,person,Dudda,Dudda,Dudda,1,vol4_index:1,"Anglo-Saxon nobleman or thegn, possibly mentioned in early English chronicles.",,low
898,person,Dusnalde,Dusnalde,Dusnalde,1,vol4_index:1,"Obscure medieval figure, possibly a Scottish or Irish ruler.",,low
904,person,Aubrey de Vere,Awbrey Veer,Awbrey Veer,1,vol4_index:1,"Member of the de Vere family, possibly an Earl of Oxford.",,medium
906,person,Eartongatha,Eartongatha,Eartongatha,1,vol4_index:1,"Obscure Anglo-Saxon figure, possibly a noblewoman or saint.",,low
907,person,Eadbehrt,Eadbectus,Eadbectus,1,vol4_index:1,"An Anglo-Saxon name, possibly a variant of Eadberht, though the specific individual is unclear from this spelling alone.",,low
909,person,Eawsled,Eausled,Eausled,1,vol4_index:1,"An obscure Anglo-Saxon personal name, possibly a variant spelling of an early medieval figure.",,low
913,person,Affaracus,Affaracus,Affaracus,1,vol4_index:1,"An obscure medieval name, possibly of Celtic or Anglo-Saxon origin, but the specific individual cannot be confidently identified.",,low
917,person,Cimisse,Cimisse,Cimisse,1,vol4_index:1,An obscure medieval personal name that cannot be confidently identified with any known historical figure.,,low
920,person,Ansoline,Ansoline,Ansoline,1,vol4_index:1,"An obscure medieval name, possibly Norman or Anglo-Saxon, but the specific individual cannot be identified.",,low
921,person,Egelred,Egelre dus,Egelre dus,1,vol4_index:1,"Possibly a variant of Æthelred or another Anglo-Saxon name beginning with Egel-, but the specific individual is unclear.",,low
924,person,Edelburgh,Edelburgh,Edelburgh,1,vol4_index:1,"A female Anglo-Saxon name, possibly a variant of Æðelburh, but the specific individual cannot be confidently identified.",,low
929,person,Egecheard,Egekedus,Egekedus,1,vol4_index:1,"An Anglo-Saxon personal name, possibly a variant of a name beginning with Ege-, but the specific individual is unclear.",,low
933,person,Nuto,nuto,nuto,1,vol4_index:1,An obscure medieval name that cannot be confidently identified with any specific historical figure.,,low
935,person,Eadsige,Edsinus,Edsinus,1,vol4_index:1,"Possibly a variant of the Anglo-Saxon name Eadsige, but the specific individual cannot be confidently identified.",,low
940,person,Owen Glendower,Owen Gle dour,Owen Gle dour,1,vol4_index:1,Welsh nobleman and leader of a major revolt against English rule in Wales (c. 1400-1415).,viaf:40175845,high
944,person,Edburga,Edburge,Edburge,1,vol4_index:1,"A female Anglo-Saxon name, possibly referring to Saint Edburga of Winchester or another historical figure with this name.",,low
945,person,Edward Poynings,Edward Poinings,Edward Poinings,1,vol4_index:1,"English soldier and administrator, Lord Deputy of Ireland, known for Poynings' Law (1449-1521).",viaf:13102310,high
946,person,Richard Edgcumbe,Edgecombe Richard,Edgecombe Richard,1,vol4_index:1,"English courtier and administrator, comptroller of the household to Henry VII (c. 1443-1489).",viaf:316745693,high
947,person,John Egerton,Egremont Iohn,Egremont Iohn,1,vol4_index:1,"Possibly referring to a member of the Egerton family, though the specific individual cannot be confidently identified from this spelling.",,low
948,person,Henry Bedingfield,Henry Bedyngfield,Henry Bedyngfield,1,vol4_index:1,"Member of the prominent Norfolk family, possibly Sir Henry Bedingfield who served various Tudor monarchs.",,medium
949,person,Hunnings,Hunninges,Hunninges,1,vol4_index:1,An obscure surname that cannot be confidently identified with any specific historical figure.,,low
950,person,Edmund Hampden,Edmond hampden,Edmond hampden,1,vol4_index:1,"Member of the prominent Buckinghamshire Hampden family, though the specific individual cannot be confidently identified.",,medium
952,person,Kenniff,Kennife,Kennife,1,vol4_index:1,An obscure surname that cannot be confidently identified with any specific historical figure.,,low
953,person,Peter Edgcumbe,Edgecomle Peter,Edgecomle Peter,1,vol4_index:1,"Member of the Edgcumbe family of Cornwall, though the specific individual cannot be confidently identified.",,medium
956,person,Edmund Courtenay,Edmond Courney,Edmond Courney,1,vol4_index:1,"Member of the noble Courtenay family, likely Edmund Courtenay, Earl of Devon (d. 1419) or another Edmund of that lineage.",,medium
957,person,Ecgeid,Ecgeid,Ecgeid,1,vol4_index:1,"Anglo-Saxon figure, possibly a king or nobleman mentioned in early medieval sources.",,low
959,person,Egelum,Egelum,Egelum,1,vol4_index:1,"Obscure Anglo-Saxon or early medieval figure, possibly a variant of a name like Aegelwine or similar.",,low
961,person,Dunstan,Du ston,Du ston,1,vol4_index:1,"Likely Saint Dunstan, Archbishop of Canterbury (909-988), reformer of English monasticism.",viaf:268479064,medium
965,person,Aelnoth,Elnothus,Elnothus,1,vol4_index:1,"Anglo-Saxon figure, possibly Aelnoth the chronicler or another person of that name from early medieval England.",,low
968,person,Elswen,Elswen,Elswen,1,vol4_index:1,"Anglo-Saxon woman, possibly a noblewoman or religious figure from early medieval sources.",,low
970,person,John of Eltham,Iohn of Eltham,Iohn of Eltham,1,vol4_index:1,"John of Eltham, Earl of Cornwall (1316-1336), second son of King Edward II of England.",viaf:316745923,high
971,person,Ralph Ellerker,Ellerker Raufe,Ellerker Raufe,1,vol4_index:1,"Ralph Ellerker, English soldier and administrator, likely active in the Tudor period.",,medium
973,person,Eliunge,Eliunge,Eliunge,1,vol4_index:1,"Obscure figure, possibly an Anglo-Saxon or early medieval person mentioned in chronicles.",,low
974,person,Essenge,Essenge,Essenge,1,vol4_index:1,"Obscure figure, possibly a variant spelling of an Anglo-Saxon or medieval name.",,low
975,person,Thomas Eliot,Eliot Thomas,Eliot Thomas,1,vol4_index:1,"Possibly Sir Thomas Elyot (c.1490-1546), English diplomat, scholar, and author of 'The Book Named the Governor'.",viaf:22158102,medium
976,person,Issus,Issus,Issus,1,vol4_index:1,"Obscure figure, possibly a classical or biblical reference rather than a British historical person.",,low
977,person,Histria,Hstria,Hstria,1,vol4_index:1,"Unclear figure, possibly a variant spelling or corrupted name from medieval sources.",,low
978,person,Eldad,Eldade,Eldade,1,vol4_index:1,"Possibly a biblical or legendary figure mentioned in medieval chronicles, rather than a historical British person.",,low
979,person,Aelfheah,Elfheagus,Elfheagus,1,vol4_index:1,"Likely Saint Aelfheah (Alphege), Archbishop of Canterbury (954-1012), martyred by Viking raiders.",viaf:13103040,high
982,person,Thomas Empson,Empsian Thomas,Empsian Thomas,1,vol4_index:1,"Possibly Thomas Empson, connected to Sir Richard Empson, minister under Henry VII.",,low
983,person,Sigismund,Sigismond,Sigismond,1,vol4_index:1,"Likely Sigismund, Holy Roman Emperor (1368-1437), who had diplomatic relations with England.",viaf:32005351,medium
984,person,Richard Empson,Empsten Richard,Empsten Richard,1,vol4_index:1,"Likely Sir Richard Empson (c.1450-1510), minister and enforcer under Henry VII, executed by Henry VIII.",viaf:10970581,high
985,person,Thomas Englefield,Thomas Englefield,Thomas Englefield,1,vol4_index:1,"Possibly Sir Thomas Englefield, Tudor-era courtier and administrator, or another member of the Englefield family.",,medium
986,person,Enwulf,Enwoulfe,Enwoulfe,1,vol4_index:1,"Anglo-Saxon figure, possibly a variant of names like Aenwulf or similar early medieval English names.",,low
988,person,Enromium Emme,Enromium Emme,Enromium Emme,1,vol4_index:1,"Obscure medieval figure, possibly a scribal error or variant of another name.",,low
989,person,Eolwils,Eolwils,Eolwils,1,vol4_index:1,"Anglo-Saxon figure, possibly a minor noble or ecclesiastic mentioned in early chronicles.",,low
990,person,Eopa,Eopa,Eopa,1,vol4_index:1,"Anglo-Saxon figure, possibly a bishop or nobleman from the early medieval period.",,low
991,person,Erlotus,Erlotus,Erlotus,1,vol4_index:1,"Medieval figure, possibly a cleric or minor noble mentioned in Latin sources.",,low
993,person,Ernulf,Ernulfus,Ernulfus,1,vol4_index:1,"Medieval figure, possibly Ernulf of Rochester or another cleric of that name.",,medium
995,person,Erocus,Erocus,Erocus,1,vol4_index:1,"Obscure medieval figure, possibly a minor noble or ecclesiastic.",,low
996,person,John Erghom,Erghom Iohn,Erghom Iohn,1,vol4_index:1,"Medieval figure, possibly John Erghome, a 14th-century Oxford scholar and Augustinian friar.",,medium
999,person,Earpwald,Erpwald,Erpwald,1,vol4_index:1,"King of East Anglia (c. 624-627), son of Raedwald, who was baptized but later killed by the pagan Ricbert.",,high
1000,person,Ecgwine,Ecguine,Ecguine,1,vol4_index:1,"Anglo-Saxon figure, possibly Bishop Ecgwine of Worcester (d. 717) or another person of that name.",,medium
1004,person,Espeke,Espeke,Espeke,1,vol4_index:1,"Medieval surname, possibly referring to a member of the Espeke family or place-name derivative.",,low
1005,person,Asketil,Esketel,Esketel,1,vol4_index:1,"Scandinavian or Anglo-Scandinavian figure, possibly a Viking-era nobleman or settler.",,medium
1006,person,Eleuinus,Eleuinus,Eleuinus,1,vol4_index:1,"Medieval figure, possibly a cleric or noble mentioned in Latin chronicles.",,low
1008,person,Esay,Esay,Esay,1,vol4_index:1,"Medieval figure, possibly a variant of Isaiah or a surname-derived name.",,low
1009,person,Robert d'Estouteville,Estoutuill Robert,Estoutuill Robert,1,vol4_index:1,"Norman noble, possibly Robert d'Estouteville, a landholder after the Norman Conquest.",,medium
1010,person,Esoder,Esoder,Esoder,1,vol4_index:1,"Obscure medieval figure, possibly a minor noble or ecclesiastic.",,low
1011,person,Walter Espeke,Espeake Walter,Espeake Walter,1,vol4_index:1,"Medieval figure bearing the surname Espeke, possibly a minor landowner or official.",,low
1012,person,Ecoired,Ecoired,Ecoired,1,vol4_index:1,"Anglo-Saxon or early medieval figure, possibly a minor noble or local official.",,low
1013,person,Ethelwitha,Ethelwitha,Ethelwitha,1,vol4_index:1,"Anglo-Saxon woman, possibly a queen or noblewoman from the early medieval period.",,medium
1015,person,Ethaultus,Ethaultus,Ethaultus,1,vol4_index:1,"Medieval figure, possibly a Latinized form of an Anglo-Saxon name, likely a cleric or noble.",,low
1017,person,Ethelgera,Ethelgera,Ethelgera,1,vol4_index:1,"Anglo-Saxon woman, possibly a queen or noblewoman from the early medieval period.",,medium
1020,person,Ralph Evers,Euers Rafe,Euers Rafe,1,vol4_index:1,"Ralph Evers, likely a 16th-century English gentleman or official.",,medium
1021,person,Eunbert,Eunbert,Eunbert,1,vol4_index:1,"Eunbert, possibly an Anglo-Saxon name or early medieval figure.",,low
1022,person,Eugène de Châtillon de Trye,Euguexane Chastillone de Trye,Euguexane Chastillone de Trye,1,vol4_index:1,"Eugène de Châtillon de Trye, likely a French nobleman or diplomat.",,medium
1024,person,John Euille,Euille Iohn,Euille Iohn,1,vol4_index:1,"John Euille, an individual of uncertain identification from the period.",,low
1025,person,Eudo,Eudo,Eudo,1,vol4_index:1,"Eudo, possibly a Norman or medieval figure, perhaps Eudo Dapifer or another historical Eudo.",,low
1026,person,Eutropius,Eutropius,Eutropius,1,vol4_index:1,"Eutropius, likely referring to the late Roman historian and politician Flavius Eutropius.",viaf:100219075,medium
1027,person,Ermew,Ermew,Ermew,1,vol4_index:1,"Ermew, an individual of uncertain identification from the medieval or early modern period.",,low
1030,person,Aylmer,Eylmer,Eylmer,1,vol4_index:1,"Aylmer, possibly referring to an Anglo-Saxon or medieval English figure with this name.",,low
1033,person,Robert Fabian,Fabian Robert,Fabian Robert,1,vol4_index:1,"Robert Fabian, the English chronicler and author of the New Chronicles of England and France.",viaf:32066938,high
1036,person,Feryngdon,Feryngdon,Feryngdon,1,vol4_index:1,"Feryngdon, possibly a surname or place name reference of uncertain identification.",,low
1037,person,John Felton,Felton Iohn,Felton Iohn,1,vol4_index:1,"John Felton, possibly referring to one of several historical figures with this name in English history.",,low
1038,person,George Ferrers,Ferrers George,Ferrers George,1,vol4_index:1,"George Ferrers, the English courtier, poet, and translator who served under Henry VIII and Edward VI.",viaf:12394048,high
1039,person,John Ferentine,Ferentine Iohn,Ferentine Iohn,1,vol4_index:1,"John Ferentine, an individual of uncertain identification from the period.",,low
1040,person,Felix the Burgundian,Felixa Burgunian,Felixa Burgunian,1,vol4_index:1,"Felix the Burgundian, possibly a early medieval or late Roman figure of Burgundian origin.",,low
1045,person,William Ferrers,Ferreys William,Ferreys William,1,vol4_index:1,"William Ferrers, possibly one of the earls of Derby from the Ferrers family.",,medium
1046,person,Feader,Feader,Feader,1,vol4_index:1,"Feader, an individual of uncertain identification from the medieval period.",,low
1047,person,Robert Ferrers,Ferreys Robert,Ferreys Robert,1,vol4_index:1,"Robert Ferrers, possibly one of the earls of Derby from the Ferrers family.",,medium
1048,person,Ferdomachus,Ferdomachus,Ferdomachus,1,vol4_index:1,"Ferdomachus, an individual of uncertain identification, possibly from classical or medieval sources.",,low
1049,person,John Fisher,Fysher Iohn,Fysher Iohn,1,vol4_index:1,"John Fisher, possibly the bishop and saint John Fisher, or another individual with this common name.",,medium
1052,person,Thomas FitzGerald,Fits Garett Thomas,Fits Garett Thomas,1,vol4_index:1,"Thomas FitzGerald, possibly one of the Irish nobles from the FitzGerald family.",,medium
1054,person,Emperor,Emperour,Emperour,1,vol4_index:1,"Generic reference to an emperor, likely the Holy Roman Emperor in medieval contexts.",,low
1055,person,Edward Shelley,Shelley Edward,Shelley Edward,1,vol4_index:1,"A member of the Shelley family, possibly a Tudor-era gentleman or minor official.",,low
1056,person,Reginald FitzJocelyn,Fitz Iocelyne Reginald,Fitz Iocelyne Reginald,1,vol4_index:1,"A Norman nobleman, likely from the FitzJocelyn family active in medieval England.",,medium
1057,person,Roger FitzMiles,Fitz Miles Roger,Fitz Miles Roger,1,vol4_index:1,"A Norman nobleman, possibly Roger FitzMiles of Gloucestershire, 2nd Earl of Hereford (d. 1155).",,medium
1058,person,John FitzThomas,Iohn Fitz Thomas,Iohn Fitz Thomas,1,vol4_index:1,"A Norman-Irish nobleman, possibly one of the FitzThomas family active in Ireland during the medieval period.",,medium
1060,person,Richard FitzJames,Fitz Iames Richard,Fitz Iames Richard,1,vol4_index:1,"A member of the FitzJames family, possibly Richard FitzJames, Bishop of Chichester and London (d. 1522).",,medium
1061,person,Walter FitzMiles,Fitz Miles walter,Fitz Miles walter,1,vol4_index:1,"A Norman nobleman from the FitzMiles family, active in medieval Wales and the Welsh Marches.",,medium
1063,person,Richard FitzScrope,Fitz Scrope Richard,Fitz Scrope Richard,1,vol4_index:1,"A member of the Scrope family, possibly related to the Lords Scrope of Bolton or Masham.",,medium
1065,person,Giants,Giantes,Giantes,1,vol4_index:1,Mythical or legendary giants referenced in medieval chronicles and folklore.,,medium
1068,person,Robert FitzHamon,Fitz Hamon Robert,Fitz Hamon Robert,1,vol4_index:1,"Norman nobleman Robert FitzHamon (d. 1107), conqueror of Glamorgan and lord of Gloucester.",viaf:316745944,high
1070,person,Richard FitzVise,Fitzvize Richard,Fitzvize Richard,1,vol4_index:1,"A Norman nobleman, possibly a variant of a FitzVise family name from medieval records.",,low
